,Unnamed: 0,Asin,Rating,Subject,Review,ProductName,Url
217,28,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsBest in the class,Very good,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=29
218,29,B0BCYYXSRQ,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsGood,MOHAMMAD HUSSAIN,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=30
219,30,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsNice,Good product I am so happy 😊😊,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=31
220,31,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsBest product,Easy to use...value for money 800,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=32
221,32,B0BCYYXSRQ,3.0 out of 5 stars,3.0 out of 5 starsHavells,Product is good but packing is not good I am not happy,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=33
222,33,B0BCYYXSRQ,3.0 out of 5 stars,3.0 out of 5 starsimprove the quality a little more,change quality of product,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=34
223,34,B0BCYYXSRQ,4.0 out of 5 stars,"4.0 out of 5 starsShiny, perfect hair straightening","Ease of use like combing hairs. Bit heavy than other straightener and normal combs. It’s perfectly straighten my hairs. Guys purchase this product, especially Girls having long hair girls.",Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=35
224,35,B0BCYYXSRQ,4.0 out of 5 stars,4.0 out of 5 starsIts working great. As expected,"Some pre-treatment is advisable for the hair before applying this product. Although there isn't any spot burning, it's essential to take care of the hair during product application.",Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=36
225,36,B0BCYYXSRQ,3.0 out of 5 stars,3.0 out of 5 starsnot worth the price,not effective,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=37
226,37,B0BCYYXSRQ,4.0 out of 5 stars,4.0 out of 5 starsI love this product,Performance was very good. Thanks to #Havells  Thanks to #Amazon,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=38
227,38,B0BCYYXSRQ,4.0 out of 5 stars,4.0 out of 5 starsOsm work,Philips se lakh Guna acha kam price main hain my family so happy 😊,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=39
228,39,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsWorth buying,Go for it ladies,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=40
229,40,B0BCYYXSRQ,4.0 out of 5 stars,4.0 out of 5 starsExcellent,The product is outstanding but the delivery packaging is bad,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=41
230,41,B0BCYYXSRQ,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsGood for beginners,Good product .....,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=42
231,42,B0BCYYXSRQ,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsWorthy product,Good product effective on all kind of hair give a smoothing effect and shine,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=43
232,43,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsHavells straightner,Nice product.,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=44
233,44,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsQuality,Good product,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=45
234,45,B0BCYYXSRQ,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsVery nice,Bahut acha h,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=46
235,46,B0BCYYXSRQ,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsGood product,I love this product,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=47
236,47,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsComfortable and easy.,All family members use very good and efficient for electric bill.,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=48
237,48,B0BCYYXSRQ,3.0 out of 5 stars,3.0 out of 5 starsThe package was very bad it contain dust,The product was good and smoothly handled but the package was very bad that contain dust not neat as well,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=49
238,49,B0BCYYXSRQ,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsVery Good Product.. ❤️,Superb product in Affordable price range. Go for it.,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=50
239,50,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsAmazing,Really like,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=51
240,51,B0BCYYXSRQ,4.0 out of 5 stars,4.0 out of 5 starsGood Purchase.,"The Havells Hair Straightening Brush is a fantastic purchase! It's easy to use, heats up quickly, and delivers smooth results without damaging my hair. The bristles are gentle yet effective, and the temperature control feature allows me to customize the heat level. Overall, I'm thrilled with this product and highly recommend it for anyone looking to achieve sleek and straight hair effortlessly.",Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=52
241,52,B0BCYYXSRQ,4.0 out of 5 stars,4.0 out of 5 starsSuper,Very nice straightener worth buying,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=53
242,53,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsProduct,Very good quality product from Amazon,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=54
243,54,B0BCYYXSRQ,3.0 out of 5 stars,3.0 out of 5 starsGood product,The product is good but without packaging. Don't know why Amazon is missing the packaging.,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=55
244,55,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsHandy,Good,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=56
245,56,B0BCYYXSRQ,2.0 out of 5 stars,2.0 out of 5 starsTerrible product,Doesn't straighten fine hair but burns it. I never use it,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=57
246,57,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsExcellent,My lovely brand,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=58
247,58,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsvalur for money 10 of 10 product rating,valur for money 10 of 10 product rating but amzon delivery not good verymiss  behaivor customer care  to cusomer.,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=59
248,59,B0BCYYXSRQ,5.0 out of 5 stars,5.0 out of 5 starsProduct quality,Tooo good,Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=60
249,60,B0BCYYXSRQ,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsBest Buy,"This is My hair after an entire day (8-10 hours after using the machine). And I have extremely curly hair so it took 35 minutes of straightening to have the desired effect. I don't have a picture of the immediate but it looked like Salon-done!If you wanna iron your hair at home, please buy this. It's sleek and easy to use. It doesn't get over-heated. Great product for the price (I got it for 999 in 2021 Dec). Also, the length of the hot pannel is longer than average - that's a great advantage.For beginners: you can start today. please go ahead and try. Watch few tutorials online, do it at your leisure for practice and on the actual day set aside 1 hr just for the hair so that you're at ease.1. FYI - THERE'S NO TEMPERATURE DISPLAY. The black pannel is just a pannel.2. When you slap the iron on hair, you will hold the end of the iron with the other hand - that portion gets extremely hot sometimes. Be cautious of it.Other than that these two points there's no reason why you should buy a more expensive product.You're gonna look great, go for it!",Havells HS4201 50 Watts Keratin Infused Hair Straightening Brush,https://www.amazon.in/Havells-HS4201-Straightening-Temperature-Worldwide/dp/B0BCYYXSRQ/?_encoding=UTF8&pd_rd_w=enHz1&content-id=amzn1.sym.b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=b5a625fa-e3eb-4301-a9e2-f9c8b3e7badf&pf_rd_r=YT87HJGN04K9ZE406E0S&pd_rd_wg=XcLv7&pd_rd_r=64a7d1c3-ddec-46e9-9dd3-87589cfcb5d8&ref_=pd_gw_ci_mcx_mr_hp_atf_m&th=61
